ItemID,OutletID,TotalSales,Rating
FDE09,OUT019,109.7228,5.0
FDS55,OUT019,150.3734,5.0
FDZ56,OUT019,167.5474,5.0
NCA05,OUT019,148.2734,5.0
NCK29,OUT019,123.473,5.0
NCU29,OUT019,145.976,5.0
NCX41,OUT019,210.5244,5.0
NCG07,OUT019,189.753,5.0
NCI30,OUT019,244.346,5.0
NCR54,OUT019,194.711,5.0
NCT06,OUT019,167.7842,5.0
FDN15,OUT019,140.318,5.0
FDJ45,OUT019,34.2216,5.0
FDL13,OUT019,232.73,5.0
FDL02,OUT019,107.1622,5.0
FDF56,OUT019,179.1976,5.0
FDQ27,OUT019,101.399,5.0
FDG35,OUT019,173.8738,5.0
FDD38,OUT019,103.7674,5.0
FDE41,OUT019,83.7566,5.0
FDP24,OUT046,119.4756,5.0
FDH38,OUT046,115.8808,5.0
FDT49,OUT046,107.728,5.0
FDN02,OUT046,208.8638,5.0
DRF27,OUT046,154.534,5.0
FDT02,OUT046,36.1874,5.0
FDF05,OUT046,264.491,5.0
FDI45,OUT046,175.5054,5.0
FDZ20,OUT046,252.3356,5.0
NCC42,OUT046,140.2838,5.0
NCQ53,OUT046,234.659,5.0
NCR54,OUT046,198.211,5.0
NCX06,OUT046,182.6976,5.0
NCO06,OUT046,32.4558,5.0
NCN54,OUT046,76.1328,5.0
FDL27,OUT046,65.9826,5.0
FDV51,OUT046,165.7842,5.0
FDC46,OUT046,182.6266,5.0
FDZ58,OUT046,122.8072,5.0
FDN21,OUT046,161.0236,5.0
FDO58,OUT046,166.1526,5.0
DRD24,OUT046,143.3154,5.0
DRI37,OUT046,58.7904,5.0
FDI12,OUT046,89.6856,5.0
FDP12,OUT046,36.9874,5.0
FDO01,OUT046,130.4994,5.0
FDZ37,OUT046,88.6198,5.0
FDJ15,OUT046,182.5608,5.0
FDM04,OUT046,53.1666,5.0
FDI40,OUT046,100.8358,5.0
FDX04,OUT046,49.9376,5.0
FDS15,OUT046,106.3596,5.0
FDJ57,OUT046,184.6582,5.0
FDG21,OUT046,150.405,5.0
FDW21,OUT046,99.5358,5.0
FDX10,OUT046,37.1874,5.0
DRI51,OUT045,171.5764,5.0
NCZ17,OUT017,39.1506,5.0
DRE25,OUT017,91.912,5.0
FDT60,OUT045,124.6388,5.0
FDN24,OUT045,56.1956,5.0
FDO37,OUT045,232.0326,5.0
FDI14,OUT045,140.2496,5.0
FDW37,OUT045,89.7488,5.0
DRC27,OUT045,247.4802,5.0
FDK16,OUT045,96.0094,5.0
FDK41,OUT045,83.6224,5.0
FDY31,OUT045,146.1418,5.0
FDT20,OUT045,36.8164,5.0
FDI45,OUT045,175.8054,5.0
FDG57,OUT045,48.6034,5.0
FDN32,OUT045,184.8266,5.0
FDX19,OUT045,233.8958,5.0
FDP20,OUT045,125.602,5.0
NCR17,OUT045,116.4492,5.0
NCT17,OUT045,190.0214,5.0
NCU05,OUT045,79.1618,5.0
NCT42,OUT045,148.4392,5.0
NCV18,OUT045,84.625,5.0
NCH43,OUT045,216.4192,5.0
NCE18,OUT045,251.675,5.0
NCC18,OUT045,173.9422,5.0
NCJ42,OUT045,104.2332,5.0
FDQ10,OUT045,172.4422,5.0
FDL34,OUT045,142.6496,5.0
DRK37,OUT045,189.853,5.0
DRF48,OUT045,188.1898,5.0
DRG49,OUT045,246.0486,5.0
FDX60,OUT017,79.196,5.0
FDS13,OUT017,266.8884,5.0
FDC50,OUT017,94.4094,5.0
FDK51,OUT017,264.5884,5.0
FDD17,OUT017,239.6906,5.0
FDJ28,OUT017,191.2162,5.0
FDP16,OUT017,243.6802,5.0
FDB20,OUT017,79.1986,5.0
FDP56,OUT017,49.9692,5.0
FDT43,OUT017,50.8324,5.0
DRI59,OUT017,223.5088,5.0
DRN47,OUT017,178.366,5.0
DRM23,OUT017,173.3422,5.0
NCN53,OUT017,33.5874,5.0
NCT53,OUT017,163.0526,5.0
NCQ05,OUT017,149.2708,5.0
NCM53,OUT017,108.128,5.0
NCX42,OUT017,163.0526,5.0
NCT18,OUT017,179.6976,5.0
NCI30,OUT017,246.446,5.0
NCE54,OUT017,73.9354,5.0
FDH19,OUT017,173.8738,5.0
FDT03,OUT017,183.1608,5.0
NCN19,OUT017,190.253,5.0
NCQ43,OUT017,108.8912,5.0
FDK09,OUT017,227.2352,5.0
FDV46,OUT017,139.818,5.0
FDY46,OUT017,188.9898,5.0
FDK26,OUT045,187.624,5.0
FDI50,OUT045,227.6352,5.0
FDB26,OUT045,52.364,5.0
FDY49,OUT045,165.7184,5.0
FDB04,OUT045,88.9856,5.0
FDA02,OUT045,146.3786,5.0
FDZ28,OUT045,128.0678,5.0
FDE17,OUT045,152.2366,5.0
FDQ19,OUT045,241.3512,5.0
FDM08,OUT045,222.9088,5.0
FDP03,OUT045,122.1388,5.0
FDU58,OUT045,186.4898,5.0
FDU46,OUT045,84.854,5.0
FDY34,OUT045,167.1842,5.0
FDO09,OUT045,262.191,5.0
FDP48,OUT017,181.395,5.0
FDI12,OUT017,86.8856,5.0
FDY12,OUT017,50.0008,5.0
FDX48,OUT017,154.0656,5.0
FDV60,OUT017,195.811,5.0
FDQ47,OUT017,35.2874,5.0
FDZ13,OUT017,50.835,5.0
FDM04,OUT017,50.8666,5.0
FDS04,OUT017,141.5838,5.0
FDV28,OUT017,35.1558,5.0
FDU19,OUT017,170.5422,5.0
FDE56,OUT017,61.5194,5.0
FDI07,OUT017,197.2426,5.0
FDU15,OUT017,36.6532,5.0
FDU27,OUT017,47.1376,5.0
FDN39,OUT017,167.0816,5.0
FDV10,OUT017,44.0112,5.0
FDO45,OUT017,89.4856,5.0
FDB23,OUT017,226.6062,5.0
NCY41,OUT017,34.0532,5.0
FDW31,OUT017,197.0742,5.0
FDR55,OUT017,190.6872,5.0
FDX10,OUT017,34.3874,5.0
DRF49,OUT035,114.4518,5.0
FDA23,OUT035,99.4016,5.0
FDR60,OUT035,77.2328,5.0
FDN60,OUT035,159.9604,5.0
FDU48,OUT035,131.5284,5.0
FDG60,OUT035,234.2616,5.0
FDU11,OUT035,121.0098,5.0
FDT49,OUT035,108.228,5.0
FDS37,OUT035,114.1492,5.0
FDK50,OUT035,163.2894,5.0
FDG26,OUT035,257.833,5.0
FDD14,OUT035,184.4266,5.0
FDK41,OUT035,86.0224,5.0
FDD16,OUT035,72.9696,5.0
FDZ44,OUT035,115.8808,5.0
FDO44,OUT035,109.9228,5.0
DRL11,OUT035,157.0946,5.0
NCU17,OUT035,100.6674,5.0
NCL41,OUT035,36.3216,5.0
NCS53,OUT035,159.4604,5.0
NCV17,OUT035,130.2626,5.0
NCO14,OUT035,42.6086,5.0
NCU18,OUT035,140.2496,5.0
NCI54,OUT035,108.1912,5.0
NCQ50,OUT035,213.3218,5.0
NCC18,OUT035,172.3422,5.0
NCQ38,OUT035,106.128,5.0
FDL10,OUT035,97.9042,5.0
FDE34,OUT035,181.2634,5.0
FDL46,OUT035,119.5466,5.0
FDH10,OUT035,194.4478,5.0
DRE60,OUT035,226.172,5.0
DRD60,OUT035,182.4634,5.0
FDR36,OUT035,43.7454,5.0
FDL24,OUT035,170.9422,5.0
FDM36,OUT035,171.1422,5.0
FDD26,OUT035,183.3924,5.0
FDI02,OUT035,113.7202,5.0
FDE04,OUT035,181.566,5.0
FDQ08,OUT035,60.2536,5.0
FDV20,OUT035,127.4678,5.0
FDW03,OUT035,106.1306,5.0
FDX51,OUT035,195.4452,5.0
FDR03,OUT035,207.898,5.0
FDW21,OUT035,102.4358,5.0
FDJ58,OUT035,173.2764,5.0
FDR48,OUT010,153.0024,5.0
FDO16,OUT010,83.325,5.0
FDE53,OUT010,107.228,5.0
FDV31,OUT010,177.937,5.0
FDF32,OUT010,198.2426,5.0
DRN35,OUT010,36.6532,5.0
NCQ17,OUT010,156.463,5.0
NCQ41,OUT010,193.5794,5.0
NCN06,OUT010,162.8868,5.0
NCF30,OUT010,125.1362,5.0
FDQ39,OUT010,190.8846,5.0
FDL45,OUT010,125.7704,5.0
FDR10,OUT010,163.4552,5.0
FDZ09,OUT010,163.6868,5.0
DRJ13,OUT010,159.9578,5.0
DRD24,OUT010,142.5154,5.0
DRH25,OUT010,52.9324,5.0
FDC60,OUT010,87.0514,5.0
FDJ36,OUT010,102.7332,5.0
FDU47,OUT010,138.7838,5.0
FDA03,OUT010,145.8102,5.0
FDY40,OUT010,48.4692,5.0
FDZ16,OUT010,194.1478,5.0
FDW07,OUT010,88.2514,5.0
FDW23,OUT013,36.7164,5.0
FDW59,OUT013,86.3566,5.0
DRF27,OUT013,153.434,5.0
FDB15,OUT013,264.5568,5.0
FDG16,OUT013,213.7192,5.0
FDJ04,OUT013,118.3124,5.0
FDJ32,OUT013,61.2536,5.0
FDM56,OUT013,109.8912,5.0
FDB45,OUT013,104.9306,5.0
DRJ23,OUT013,188.1872,5.0
NCN06,OUT013,163.4868,5.0
NCF43,OUT013,142.247,5.0
NCG07,OUT013,188.753,5.0
NCB55,OUT013,59.2562,5.0
NCN30,OUT013,97.441,5.0
FDF22,OUT013,214.5218,5.0
FDQ10,OUT013,170.6422,5.0
DRK13,OUT013,198.2084,5.0
DRL37,OUT013,44.477,5.0
FDL38,OUT013,89.9172,5.0
FDV13,OUT013,86.1856,5.0
FDX04,OUT013,46.0376,5.0
FDF53,OUT013,180.3318,5.0
FDD21,OUT013,115.0176,5.0
FDO20,OUT013,252.3382,5.0
FDC21,OUT013,109.8254,5.0
FDV19,OUT013,159.5578,5.0
FDW43,OUT013,225.9036,5.0
FDO46,OUT013,187.1872,5.0
FDT10,OUT013,60.9562,5.0
FDB23,OUT013,226.9062,5.0
FDN60,OUT018,157.3604,5.0
FDU23,OUT018,163.6184,5.0
FDM13,OUT018,132.8626,5.0
FDB50,OUT018,77.9986,5.0
FDC04,OUT018,242.9854,5.0
DRF03,OUT018,40.3138,5.0
FDG53,OUT018,140.618,5.0
FDP16,OUT018,244.0802,5.0
FDE08,OUT018,147.3734,5.0
FDQ44,OUT018,121.2756,5.0
DRJ47,OUT018,174.208,5.0
NCO05,OUT018,100.4384,5.0
NCB54,OUT018,127.3336,5.0
NCJ29,OUT018,87.0224,5.0
NCE06,OUT018,160.7894,5.0
NCP14,OUT018,103.3306,5.0
NCH06,OUT018,247.146,5.0
NCH55,OUT018,128.402,5.0
NCN42,OUT018,148.0418,5.0
FDM03,OUT018,108.2938,5.0
FDK55,OUT018,88.9172,5.0
FDU39,OUT018,58.5562,5.0
NCO07,OUT018,211.856,5.0
FDF22,OUT018,212.0218,5.0
FDI46,OUT018,253.3724,5.0
FDD22,OUT018,113.3544,5.0
FDZ45,OUT018,200.4084,5.0
FDT45,OUT018,55.8956,5.0
FDL34,OUT018,139.9496,5.0
FDA45,OUT018,177.337,5.0
DRI01,OUT018,172.0422,5.0
DRJ13,OUT018,159.6578,5.0
FDU47,OUT018,142.2838,5.0
FDB02,OUT018,175.137,5.0
FDM50,OUT018,59.322,5.0
FDC14,OUT018,41.0454,5.0
FDH50,OUT018,182.5266,5.0
FDD52,OUT018,110.157,5.0
FDH04,OUT018,91.0488,5.0
FDH56,OUT018,116.7492,5.0
FDX31,OUT018,234.4958,5.0
FDO51,OUT018,44.0112,5.0
FDV22,OUT018,155.763,5.0
FDJ21,OUT018,146.6102,5.0
FDI14,OUT027,139.2496,5.0
FDU25,OUT027,56.2246,5.0
FDC53,OUT027,96.7384,5.0
FDD28,OUT027,59.5904,5.0
FDO40,OUT027,148.9392,5.0
FDT40,OUT027,125.5678,5.0
FDD33,OUT027,231.9642,5.0
FDW20,OUT027,124.973,5.0
DRN47,OUT027,180.766,5.0
NCY53,OUT027,110.4544,5.0
NCE19,OUT027,53.4956,5.0
NCE55,OUT027,178.237,5.0
NCG43,OUT027,94.0462,5.0
NCH06,OUT027,245.646,5.0
NCM30,OUT027,39.2796,5.0
NCN42,OUT027,145.6418,5.0
NCU42,OUT027,166.5474,5.0
NCJ19,OUT027,55.2588,5.0
FDD46,OUT027,154.7998,5.0
FDL33,OUT027,194.4452,5.0
FDP09,OUT027,211.6902,5.0
DRL37,OUT027,44.377,5.0
FDE36,OUT027,165.5868,5.0
FDG12,OUT027,122.4098,5.0
FDU24,OUT027,94.312,5.0
FDK25,OUT027,169.3474,5.0
FDB14,OUT027,91.312,5.0
FDH50,OUT027,185.2266,5.0
FDZ02,OUT027,97.5726,5.0
FDH05,OUT027,229.7984,5.0
FDT19,OUT027,172.108,5.0
FDW19,OUT027,109.957,5.0
FDR51,OUT027,148.4708,5.0
FDY34,OUT027,167.0842,5.0
FDP49,OUT049,54.3614,4.9
FDG35,OUT046,173.5738,4.9
FDS52,OUT019,102.5016,4.9
FDR21,OUT046,177.537,4.9
FDQ36,OUT046,38.3848,4.9
FDE20,OUT046,171.179,4.9
FDO20,OUT046,252.3382,4.9
FDZ20,OUT045,256.1356,4.9
FDK38,OUT035,147.7734,4.9
NCN53,OUT010,33.6874,4.9
FDN04,OUT013,176.8344,4.9
NCP42,OUT018,192.1478,4.9
FDY11,OUT018,65.0142,4.9
FDW28,OUT027,194.7452,4.9
NCL53,OUT027,175.4028,4.9
FDW57,OUT049,179.1028,4.8
NCN07,OUT010,132.1284,4.8
FDP28,OUT010,260.0936,4.8
FDR52,OUT018,192.1846,4.8
FDY56,OUT046,225.9062,4.8
FDR36,OUT013,40.2454,4.8
FDY22,OUT017,143.8128,4.8
FDD36,OUT027,117.6124,4.8
FDP19,OUT049,128.4652,4.8
FDF20,OUT049,196.5768,4.8
NCB31,OUT049,263.291,4.8
DRE12,OUT049,111.686,4.8
DRK01,OUT049,92.5436,4.8
FDE20,OUT049,167.879,4.8
FDJ34,OUT049,126.0704,4.8
FDH41,OUT019,213.5534,4.8
FDQ12,OUT019,230.001,4.8
FDZ27,OUT019,51.235,4.8
FDI22,OUT019,211.0612,4.8
FDW02,OUT019,126.2704,4.8
FDR15,OUT019,155.8314,4.8
FDN34,OUT019,168.7132,4.8
NCV41,OUT046,112.5228,4.8
NCM19,OUT046,112.5202,4.8
FDP31,OUT046,65.0168,4.8
FDQ45,OUT046,185.3608,4.8
FDO21,OUT046,226.2404,4.8
FDQ24,OUT045,253.4724,4.8
FDD14,OUT045,182.6266,4.8
NCC54,OUT045,242.1196,4.8
FDZ40,OUT017,52.9298,4.8
NCM07,OUT017,85.6908,4.8
NCP50,OUT017,80.6618,4.8
NCJ31,OUT017,241.8196,4.8
FDF46,OUT017,115.8834,4.8
FDJ36,OUT045,101.4332,4.8
FDZ13,OUT045,51.335,4.8
FDZ32,OUT045,103.8964,4.8
FDY40,OUT017,48.1692,4.8
NCM06,OUT035,156.4656,4.8
FDK24,OUT035,46.4744,4.8
NCL05,OUT035,42.277,4.8
NCA29,OUT035,171.6106,4.8
NCP30,OUT035,40.0822,4.8
FDX58,OUT010,181.695,4.8
FDW24,OUT010,50.4034,4.8
FDH48,OUT010,86.254,4.8
FDF20,OUT010,195.6768,4.8
FDE22,OUT010,158.792,4.8
FDK55,OUT013,89.4172,4.8
FDR11,OUT013,161.1578,4.8
DRC01,OUT013,50.3692,4.8
FDE11,OUT013,184.4924,4.8
FDW50,OUT018,165.1158,4.8
DRJ39,OUT018,218.3482,4.8
FDJ46,OUT018,174.0054,4.8
DRD24,OUT018,141.0154,4.8
FDR20,OUT018,46.3744,4.8
FDS33,OUT018,90.5514,4.8
FDK32,OUT027,152.8682,4.8
FDO03,OUT027,228.1352,4.8
FDC59,OUT027,63.8168,4.8
FDS12,OUT017,127.5362,4.7
FDR21,OUT035,174.837,4.7
FDT44,OUT045,117.8466,4.7
FDZ47,OUT027,99.9042,4.7
FDD08,OUT013,38.9506,4.7
FDK02,OUT017,118.344,4.7
FDR39,OUT049,182.4292,4.7
DRI03,OUT049,175.1028,4.7
FDJ52,OUT049,159.8578,4.7
NCD42,OUT049,36.3506,4.7
FDY35,OUT049,43.9402,4.7
FDL13,OUT049,231.43,4.7
FDD38,OUT049,99.8674,4.7
FDT26,OUT049,120.344,4.7
FDE28,OUT049,228.4668,4.7
FDO46,OUT049,190.2872,4.7
FDP45,OUT049,253.1724,4.7
DRH51,OUT019,89.5856,4.7
FDQ10,OUT019,172.0422,4.7
FDH52,OUT019,62.1194,4.7
FDC10,OUT019,118.9098,4.7
FDY27,OUT046,177.4344,4.7
FDY52,OUT046,62.8536,4.7
DRN35,OUT046,37.5532,4.7
DRI47,OUT046,143.8128,4.7
NCT05,OUT046,255.3672,4.7
NCW17,OUT046,126.8994,4.7
FDA39,OUT046,40.2822,4.7
FDS25,OUT046,108.7228,4.7
FDC16,OUT046,88.254,4.7
FDN28,OUT046,101.399,4.7
FDW03,OUT046,105.1306,4.7
FDJ21,OUT046,143.9102,4.7
FDD48,OUT045,114.7176,4.7
FDW13,OUT045,50.3324,4.7
DRD15,OUT045,233.9642,4.7
FDH32,OUT045,96.541,4.7
NCT05,OUT045,255.6672,4.7
NCV30,OUT045,61.351,4.7
FDW10,OUT017,174.837,4.7
FDR36,OUT045,43.5454,4.7
FDV22,OUT045,157.963,4.7
DRA59,OUT017,183.2924,4.7
FDI14,OUT035,140.0496,4.7
FDT37,OUT035,254.8014,4.7
FDX25,OUT035,180.9292,4.7
DRH03,OUT035,91.612,4.7
FDA58,OUT035,236.9932,4.7
FDY35,OUT035,44.0402,4.7
FDH05,OUT035,231.2984,4.7
FDI41,OUT035,145.8418,4.7
FDO20,OUT035,252.6382,4.7
FDC57,OUT035,193.382,4.7
FDT27,OUT035,232.8616,4.7
FDT34,OUT010,107.1964,4.7
FDK51,OUT010,266.6884,4.7
FDK04,OUT010,55.2588,4.7
NCZ53,OUT010,188.7214,4.7
FDV04,OUT010,156.6288,4.7
FDR22,OUT010,112.0544,4.7
FDO24,OUT013,156.7604,4.7
FDQ24,OUT013,249.6724,4.7
NCH29,OUT013,95.8726,4.7
NCW54,OUT013,57.8588,4.7
NCP30,OUT013,40.4822,4.7
FDQ46,OUT013,110.6544,4.7
FDY12,OUT013,49.2008,4.7
FDV38,OUT018,54.3956,4.7
FDJ53,OUT018,120.2098,4.7
FDE22,OUT018,159.792,4.7
FDB14,OUT018,94.612,4.7
FDU58,OUT018,188.4898,4.7
FDB23,OUT018,226.2062,4.7
FDK24,OUT027,45.4744,4.7
FDW49,OUT027,179.9002,4.7
NCW53,OUT027,192.5162,4.7
NCB18,OUT027,89.5514,4.7
DRD13,OUT027,64.7168,4.7
DRF01,OUT027,146.6102,4.7
FDN48,OUT019,89.9804,4.6
FDQ49,OUT027,155.963,4.6
DRG27,OUT049,39.9138,4.6
FDD03,OUT046,232.53,4.6
NCE06,OUT019,160.2894,4.6
FDJ60,OUT045,163.3184,4.6
FDG52,OUT013,47.7402,4.6
FDU59,OUT049,162.8552,4.6
DRK39,OUT049,82.425,4.6
DRL60,OUT049,151.7682,4.6
FDP48,OUT049,182.995,4.6
FDA35,OUT049,123.0072,4.6
FDQ40,OUT049,175.4712,4.6
FDH44,OUT049,146.8418,4.6
FDJ21,OUT049,144.6102,4.6
FDW26,OUT019,220.4772,4.6
FDB35,OUT019,92.9804,4.6
FDB08,OUT046,159.9578,4.6
NCY18,OUT046,173.2054,4.6
NCR38,OUT046,253.5724,4.6
FDK21,OUT046,250.4408,4.6
DRF01,OUT046,147.5102,4.6
FDA02,OUT046,143.4786,4.6
FDD40,OUT046,191.5162,4.6
FDM58,OUT046,113.4544,4.6
FDU24,OUT046,94.212,4.6
FDS55,OUT045,150.0734,4.6
FDC45,OUT045,171.7106,4.6
FDB33,OUT045,160.4262,4.6
NCP42,OUT045,194.2478,4.6
NCL54,OUT045,175.2054,4.6
NCC07,OUT045,104.0964,4.6
FDP60,OUT017,102.0016,4.6
FDI14,OUT017,140.2496,4.6
FDJ07,OUT017,118.415,4.6
DRD12,OUT017,90.9146,4.6
DRN37,OUT017,166.1158,4.6
DRF37,OUT017,261.191,4.6
FDX35,OUT045,228.2036,4.6
FDP28,OUT045,261.1936,4.6
FDJ27,OUT045,100.7674,4.6
FDF10,OUT045,145.6418,4.6
DRC13,OUT045,122.573,4.6
FDG12,OUT017,121.1098,4.6
FDH50,OUT017,185.9266,4.6
FDE20,OUT017,168.379,4.6
FDU03,OUT017,183.3292,4.6
FDW59,OUT035,82.7566,4.6
FDN32,OUT035,184.7266,4.6
NCK05,OUT035,60.6536,4.6
NCJ18,OUT035,119.2124,4.6
NCE30,OUT035,210.7902,4.6
FDX15,OUT035,159.6578,4.6
FDT22,OUT035,58.022,4.6
FDR10,OUT035,163.5552,4.6
DRL49,OUT035,142.4812,4.6
FDF29,OUT035,131.531,4.6
FDT56,OUT035,57.5246,4.6
FDN03,OUT035,250.1408,4.6
FDW15,OUT035,149.7734,4.6
FDU51,OUT035,175.6028,4.6
FDQ14,OUT010,148.105,4.6
DRC27,OUT010,245.7802,4.6
DRE03,OUT010,45.5718,4.6
FDD16,OUT010,75.0696,4.6
FDT03,OUT010,185.2608,4.6
FDG47,OUT010,261.4252,4.6
FDG60,OUT013,232.7616,4.6
FDS37,OUT013,117.7492,4.6
DRG03,OUT013,154.4998,4.6
FDB52,OUT013,256.0672,4.6
FDK40,OUT013,262.691,4.6
NCZ53,OUT013,186.6214,4.6
NCP41,OUT013,108.8596,4.6
NCY42,OUT013,144.047,4.6
NCO43,OUT013,100.1016,4.6
FDR46,OUT013,144.976,4.6
FDW58,OUT013,104.1622,4.6
FDX36,OUT013,224.8404,4.6
FDM01,OUT013,100.7332,4.6
FDX38,OUT013,48.8376,4.6
FDH53,OUT013,83.7592,4.6
FDZ51,OUT013,96.3094,4.6
FDV57,OUT013,179.866,4.6
FDV59,OUT018,217.6166,4.6
FDT02,OUT018,33.4874,4.6
DRD60,OUT018,179.7634,4.6
FDV35,OUT018,155.3314,4.6
FDK14,OUT018,82.4934,4.6
DRC27,OUT018,246.2802,4.6
NCL53,OUT018,177.9028,4.6
FDK26,OUT018,185.224,4.6
FDD57,OUT027,93.6094,4.6
FDM03,OUT027,109.1938,4.6
FDX15,OUT027,159.7578,4.6
FDA10,OUT027,121.6072,4.6
FDE56,OUT027,62.4194,4.6
FDS31,OUT027,178.4318,4.6
FDW39,OUT027,177.237,4.6
FDY39,OUT027,182.0608,4.6
NCQ53,OUT027,235.259,4.6
FDG35,OUT027,173.5738,4.6
NCP18,OUT017,151.4708,4.5
FDY58,OUT018,227.0694,4.5
NCB06,OUT035,160.692,4.5
FDB36,OUT018,132.5626,4.5
FDR47,OUT010,196.5794,4.5
FDE10,OUT010,130.0626,4.5
DRK01,OUT035,95.4436,4.5
FDL22,OUT046,91.4488,4.5
NCD06,OUT018,46.306,4.5
NCT54,OUT049,95.5094,4.5
FDV59,OUT045,216.7166,4.5
FDY49,OUT027,164.5184,4.5
NCS54,OUT013,175.437,4.5
NCJ54,OUT027,231.7642,4.5
FDR60,OUT017,78.6328,4.5
FDJ20,OUT049,123.4388,4.5
DRM11,OUT013,259.7278,4.5
FDK44,OUT045,175.5738,4.5
FDP10,OUT035,104.3622,4.5
FDG14,OUT017,152.2024,4.5
FDA10,OUT049,120.9072,4.5
FDO34,OUT017,165.9816,4.5
FDN15,OUT010,141.718,4.5
NCN41,OUT013,125.073,4.5
DRE27,OUT046,96.4726,4.5
FDU40,OUT010,192.2478,4.5
NCS54,OUT049,176.737,4.5
NCL55,OUT017,253.704,4.5
FDJ55,OUT017,226.0404,4.5
NCN43,OUT010,122.973,4.5
FDZ60,OUT049,108.9596,4.5
FDS23,OUT049,128.2994,4.5
FDK38,OUT049,149.5734,4.5
FDR02,OUT049,110.1886,4.5
FDF17,OUT049,195.911,4.5
FDR43,OUT049,38.419,4.5
DRL11,OUT049,159.2946,4.5
NCS41,OUT049,185.1608,4.5
NCP05,OUT049,150.9024,4.5
NCY18,OUT049,174.7054,4.5
NCP42,OUT049,195.6478,4.5
NCP18,OUT049,149.0708,4.5
NCB18,OUT049,88.7514,4.5
NCN14,OUT049,183.7608,4.5
FDJ45,OUT049,34.8216,4.5
FDH22,OUT049,128.7678,4.5
FDU22,OUT049,119.1124,4.5
FDO57,OUT049,161.5578,4.5
FDQ21,OUT049,120.8756,4.5
DRG37,OUT049,156.7972,4.5
FDB11,OUT049,225.6404,4.5
FDL14,OUT049,154.9972,4.5
